"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","view_history","phase","stage","shape","subj_idx","TaskRelevance","CognitiveLoad","isMatch","Identity","display_label","nBack_shape","nBack_color","nBack_label","sequence","condition_type","correct_response","correct"
"","","","","","image-keyboard-response","302","486505","0.0-5.0-3.0-0.0-24.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","303","487512","0.0-5.0-3.0-0.0-25.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","304","488536","0.0-5.0-3.0-0.0-26.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","305","489563","0.0-5.0-3.0-0.0-27.0","null","../img/circle.png","null","","main","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","306","490588","0.0-5.0-3.0-0.0-28.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","307","492046","0.0-5.0-3.0-0.0-29.0","941","<div style=""font-size: 60px;"">红色</div>","j","","main","response","","100","TaskIRRelevant","1","false","自我","[""红色""]","../img/triangle.png","绿色","生人","../img/triangle.png,../img/triangle.png,../img/triangle.png,../img/circle.png,../img/triangle.png","{""label_type"":""自我"",""is_match"":false,""count"":1}","j","true"
"","","","","","html-keyboard-response","308","492553","0.0-5.0-3.0-0.0-30.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","309","509165","0.0-5.0-3.0-1.0","16611","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                          <div><p class='context'>您正确回答了100% 的试次。</p><p class='context'>您的平均反应时为827毫秒。</p><p class='context'>请按任意键进入休息</p></div>"," ","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","310","510700","0.0-5.0-3.0-2.0","1534","
                    <p>当前任务中，您还剩余0组实验</p>
                    <p>现在是休息时间，当您结束休息后，您可以点击 结束休息 按钮 继续</p>
                    <p>建议休息时间还剩余<span id=""iii"">60</span>秒</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","311","511782","0.0-5.0-4.0","1081","
            <div style=""text-align: center; color: white; font-size: 35px; line-height: 40px;"">
                <p>恭喜您完成任务4!</p>
                <p style=""color: lightgreen; margin-top: 30px;"">按任意键继续</p>
            </div>
        "," ","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","312","513301","0.0-6.0","1519","
        <p>感谢您参加我们的实验，请<span style=""color: yellow;"">按任意键开始下载数据</span>，并通知实验员。</p>
        <p>感谢您的配合！</p>"," ","","","","","","","","","","","","","","","","",""
